00_00_false,0.837
00_00_true,0.868
00_025_false,0.837
00_025_true,0.837
00_050_false,0.837
00_050_true,0.837
00_075_false,0.837
00_075_true,0.837
00_100_false,0.837
00_100_true,0.837
06_00_false,0.843
06_00_true,0.843
06_025_false,0.843
06_025_true,0.843
06_050_false,0.841
06_050_true,0.841
06_075_false,0.841
06_075_true,0.841
06_100_false,0.846
06_100_true,0.846
12_00_false,0.842
12_00_true,0.842
12_025_false,0.843
12_025_true,0.843
12_050_false,0.842
12_050_true,0.842
12_075_false,0.845
12_075_true,0.845
12_100_false,0.846
12_100_true,0.846
18_00_false,0.842
18_00_true,0.842
18_025_false,0.841
18_025_true,0.841
18_050_false,0.841
18_050_true,0.841
18_075_false,0.844
18_075_true,0.844
18_100_false,0.841
18_100_true,0.841
24_00_false,0.835
24_00_true,0.835
24_025_false,0.838
24_025_true,0.838
24_050_false,0.841
24_050_true,0.841
24_075_false,0.844
24_075_true,0.844
24_100_false,0.835
24_100_true,0.835